Empresa,Anio,Mes,Periodo,Segmento,Factura_Promedio_COP
BIA ENERGY S.A.S. E.S.P.,2025,5,2025-05,Estrato 6,272848.89
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,5,2025-05,Estrato 6,612187.97
CELSIA COLOMBIA S.A. E.S.P.,2025,5,2025-05,Estrato 6,230532.7
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,5,2025-05,Estrato 6,359886.4
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,5,2025-05,Estrato 6,218556.43
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,5,2025-05,Estrato 6,120705.55
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,5,2025-05,Estrato 6,291902.83
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,5,2025-05,Estrato 6,176934.1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,5,2025-05,Estrato 6,246873.52
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,5,2025-05,Estrato 6,228775.13
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,5,2025-05,Estrato 6,189428.68
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,5,2025-05,Estrato 6,138327.13
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,5,2025-05,Estrato 6,161285.64
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,5,2025-05,Estrato 6,154962.04
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,5,2025-05,Estrato 6,247125.9
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,5,2025-05,Estrato 6,225205.65
ENEL COLOMBIA S.A. E.S.P.,2025,5,2025-05,Estrato 6,183658.46
ENERBIT S.A.S E.S.P.,2025,5,2025-05,Estrato 6,402063.42
